post_id,timestamp,platform,post_type,content,sentiment,likes,shares,comments,reach,impressions,engagement_rate,date,hour,day_of_week,sentiment_score
695,2024-10-03 14:20:00,TikTok,Video,Testing this product,Neutral,528,120,80,27173,98459,2.68,2024-10-03,14,Thursday,0
696,2024-09-22 07:02:00,Facebook,Video,Fantastic experience! Thank you,Positive,447,269,84,10199,78103,7.84,2024-09-22,7,Sunday,1
697,2024-04-13 04:38:00,Twitter,Text,Best purchase ever! Highly recommend,Positive,1255,133,101,34916,59626,4.26,2024-04-13,4,Saturday,1
698,2024-09-30 01:05:00,LinkedIn,Video,Amazing product! Exceeded expectations,Positive,951,28,1,3928,84767,24.95,2024-09-30,1,Monday,1
699,2024-10-01 09:29:00,LinkedIn,Video,Great quality! Will buy again,Positive,21,354,22,24966,49515,1.59,2024-10-01,9,Tuesday,1
700,2024-08-07 20:36:00,TikTok,Image,Amazing product! Exceeded expectations,Positive,897,228,18,37691,28156,3.03,2024-08-07,20,Wednesday,1
701,2024-02-19 10:14:00,Instagram,Text,Terrible experience. Very disappointed,Negative,371,48,74,22988,63665,2.14,2024-02-19,10,Monday,-1
702,2024-01-22 15:33:00,LinkedIn,Text,Outstanding service! Five stars,Positive,1033,382,65,24413,78972,6.06,2024-01-22,15,Monday,1
703,2024-07-06 15:41:00,Instagram,Image,Fantastic experience! Thank you,Positive,1176,18,37,28237,67053,4.36,2024-07-06,15,Saturday,1
704,2024-02-02 20:28:00,Instagram,Text,Fantastic experience! Thank you,Positive,649,266,80,20769,39009,4.79,2024-02-02,20,Friday,1
705,2024-02-16 09:34:00,Facebook,Image,Superb quality! Very happy,Positive,670,52,62,3483,65629,22.51,2024-02-16,9,Friday,1
706,2024-08-17 07:16:00,TikTok,Image,Best purchase ever! Highly recommend,Positive,613,18,31,2465,4406,26.86,2024-08-17,7,Saturday,1
707,2024-03-30 18:17:00,Instagram,Video,Amazing product! Exceeded expectations,Positive,342,287,39,25888,70054,2.58,2024-03-30,18,Saturday,1
708,2024-05-16 08:07:00,Twitter,Text,Love this product! #amazing,Positive,1366,345,47,2930,76366,60.0,2024-05-16,8,Thursday,1
709,2024-03-30 23:52:00,Facebook,Text,"It's okay, nothing special",Neutral,278,166,123,5501,41091,10.31,2024-03-30,23,Saturday,0
710,2024-09-03 22:56:00,Instagram,Text,Best purchase ever! Highly recommend,Positive,160,332,23,19413,87872,2.65,2024-09-03,22,Tuesday,1
711,2024-08-04 18:19:00,TikTok,Image,Product as described,Neutral,239,23,122,17846,76660,2.15,2024-08-04,18,Sunday,0
712,2024-05-15 17:42:00,TikTok,Text,Worst purchase ever. Total waste,Negative,11,238,54,38416,75033,0.79,2024-05-15,17,Wednesday,-1
713,2024-09-02 08:16:00,Twitter,Text,Superb quality! Very happy,Positive,1164,274,27,2374,69022,61.71,2024-09-02,8,Monday,1
714,2024-02-25 23:14:00,LinkedIn,Video,Fantastic experience! Thank you,Positive,1048,35,128,21987,14051,5.51,2024-02-25,23,Sunday,1
715,2024-03-28 21:36:00,Twitter,Text,Amazing product! Exceeded expectations,Positive,121,93,83,26196,67140,1.13,2024-03-28,21,Thursday,1
716,2024-07-21 06:19:00,Facebook,Text,Terrible customer service,Negative,551,38,149,28108,96838,2.63,2024-07-21,6,Sunday,-1
717,2024-08-05 14:01:00,Instagram,Image,Disappointed with the product,Negative,175,82,166,31954,32475,1.32,2024-08-05,14,Monday,-1
718,2024-05-22 07:51:00,Twitter,Text,Standard quality,Neutral,521,59,87,38402,93422,1.74,2024-05-22,7,Wednesday,0
719,2024-01-17 01:46:00,Facebook,Text,Fantastic experience! Thank you,Positive,441,209,25,4231,31281,15.95,2024-01-17,1,Wednesday,1
720,2024-05-10 17:23:00,Instagram,Text,Love this product! #amazing,Positive,231,258,93,38288,2817,1.52,2024-05-10,17,Friday,1
721,2024-09-02 03:17:00,Facebook,Image,Just received my order,Neutral,77,136,66,29551,39012,0.94,2024-09-02,3,Monday,0
722,2024-05-26 05:21:00,TikTok,Image,Best purchase ever! Highly recommend,Positive,804,206,5,2761,15699,36.76,2024-05-26,5,Sunday,1
723,2024-10-10 20:30:00,Instagram,Text,Worst purchase ever. Total waste,Negative,810,16,138,18925,68934,5.09,2024-10-10,20,Thursday,-1
724,2024-04-26 22:46:00,Twitter,Text,Disappointed with the product,Negative,98,21,204,45698,40471,0.71,2024-04-26,22,Friday,-1
725,2024-03-25 03:41:00,Facebook,Text,Poor quality. Not worth the money,Negative,730,60,189,40080,26083,2.44,2024-03-25,3,Monday,-1
726,2024-07-12 10:39:00,Instagram,Text,Superb quality! Very happy,Positive,1186,295,94,41001,21362,3.84,2024-07-12,10,Friday,1
727,2024-02-25 01:06:00,Twitter,Image,Worst purchase ever. Total waste,Negative,844,70,137,31833,99629,3.3,2024-02-25,1,Sunday,-1
728,2024-05-12 10:07:00,Twitter,Text,"It's okay, nothing special",Neutral,253,98,54,31198,37520,1.3,2024-05-12,10,Sunday,0
729,2024-02-10 06:46:00,Facebook,Image,Testing this product,Neutral,596,202,49,3150,64007,26.89,2024-02-10,6,Saturday,0
730,2024-04-19 13:15:00,Instagram,Text,Love this product! #amazing,Positive,915,275,81,15792,65612,8.05,2024-04-19,13,Friday,1
731,2024-05-01 02:15:00,LinkedIn,Image,Horrible experience. Never again,Negative,645,120,165,11548,17555,8.05,2024-05-01,2,Wednesday,-1
732,2024-07-29 02:32:00,LinkedIn,Video,Horrible experience. Never again,Negative,552,280,149,10736,41492,9.14,2024-07-29,2,Monday,-1
733,2024-01-22 17:43:00,TikTok,Text,Love this product! #amazing,Positive,724,364,129,48522,91877,2.51,2024-01-22,17,Monday,1
734,2024-07-21 23:52:00,Facebook,Link,Product as described,Neutral,34,217,58,7463,81388,4.14,2024-07-21,23,Sunday,0
735,2024-07-10 10:57:00,LinkedIn,Text,Horrible experience. Never again,Negative,10,228,134,33193,99200,1.12,2024-07-10,10,Wednesday,-1
736,2024-09-20 20:19:00,Facebook,Image,Fantastic experience! Thank you,Positive,1059,288,52,38160,18692,3.67,2024-09-20,20,Friday,1
737,2024-05-10 14:44:00,LinkedIn,Text,Fantastic experience! Thank you,Positive,1362,37,64,25201,50001,5.81,2024-05-10,14,Friday,1
738,2024-01-17 13:33:00,Instagram,Text,Great quality! Will buy again,Positive,552,347,36,19997,15512,4.68,2024-01-17,13,Wednesday,1
739,2024-08-12 00:22:00,Instagram,Link,Excellent service! Very satisfied,Positive,675,276,109,36508,15863,2.9,2024-08-12,0,Monday,1
740,2024-06-18 02:15:00,LinkedIn,Link,"It's okay, nothing special",Neutral,137,77,19,46095,41564,0.51,2024-06-18,2,Tuesday,0
741,2024-08-10 13:25:00,Facebook,Video,Worst purchase ever. Total waste,Negative,866,197,172,27303,29822,4.52,2024-08-10,13,Saturday,-1
742,2024-04-21 00:51:00,Twitter,Text,Outstanding service! Five stars,Positive,147,92,109,49871,25946,0.7,2024-04-21,0,Sunday,1
743,2024-03-25 08:59:00,Instagram,Image,Fantastic experience! Thank you,Positive,267,49,35,11765,45288,2.98,2024-03-25,8,Monday,1
744,2024-04-04 21:47:00,Facebook,Text,Average experience,Neutral,432,103,84,23191,1684,2.67,2024-04-04,21,Thursday,0
745,2024-04-22 09:01:00,LinkedIn,Image,Worst purchase ever. Total waste,Negative,668,111,39,48075,44787,1.7,2024-04-22,9,Monday,-1
746,2024-06-11 19:09:00,Twitter,Video,Poor quality. Not worth the money,Negative,283,72,1,48582,11134,0.73,2024-06-11,19,Tuesday,-1
747,2024-04-15 11:35:00,Facebook,Text,Average experience,Neutral,976,2,95,1149,50114,93.39,2024-04-15,11,Monday,0
748,2024-06-18 18:52:00,Facebook,Video,Product arrived today,Neutral,909,234,50,12575,7699,9.49,2024-06-18,18,Tuesday,0
749,2024-09-14 08:58:00,Instagram,Video,Product as described,Neutral,531,216,63,40892,15077,1.98,2024-09-14,8,Saturday,0
750,2024-07-20 15:49:00,TikTok,Text,Amazing product! Exceeded expectations,Positive,435,386,140,29841,40581,3.22,2024-07-20,15,Saturday,1
751,2024-01-20 16:23:00,TikTok,Text,Love this product! #amazing,Positive,388,11,54,1441,45154,31.44,2024-01-20,16,Saturday,1
752,2024-02-14 12:46:00,Instagram,Link,Great quality! Will buy again,Positive,1131,340,102,16564,89305,9.5,2024-02-14,12,Wednesday,1
753,2024-08-13 14:06:00,Instagram,Text,Best purchase ever! Highly recommend,Positive,1329,327,31,28841,12610,5.85,2024-08-13,14,Tuesday,1
754,2024-06-23 13:06:00,Instagram,Text,Best purchase ever! Highly recommend,Positive,1440,150,37,20536,84522,7.92,2024-06-23,13,Sunday,1
755,2024-03-24 10:20:00,Facebook,Link,Fantastic experience! Thank you,Positive,999,18,116,49642,15982,2.28,2024-03-24,10,Sunday,1
756,2024-03-19 21:25:00,TikTok,Text,Terrible experience. Very disappointed,Negative,10,68,127,5698,98755,3.6,2024-03-19,21,Tuesday,-1
757,2024-05-02 22:23:00,Facebook,Video,Checking out this new item,Neutral,681,113,69,27986,16339,3.08,2024-05-02,22,Thursday,0
758,2024-09-10 18:45:00,Instagram,Text,Testing this product,Neutral,753,44,107,45996,91343,1.97,2024-09-10,18,Tuesday,0
759,2024-08-27 09:16:00,Instagram,Text,Amazing product! Exceeded expectations,Positive,162,144,24,16257,52295,2.03,2024-08-27,9,Tuesday,1
760,2024-05-10 23:00:00,LinkedIn,Link,"It's okay, nothing special",Neutral,498,10,72,23545,82257,2.46,2024-05-10,23,Friday,0
761,2024-10-08 17:25:00,Facebook,Text,Standard quality,Neutral,937,216,72,17543,31073,6.98,2024-10-08,17,Tuesday,0
762,2024-02-19 12:49:00,Twitter,Text,Excellent service! Very satisfied,Positive,691,275,26,40246,99855,2.46,2024-02-19,12,Monday,1
763,2024-03-30 05:43:00,LinkedIn,Text,Terrible customer service,Negative,594,294,37,4926,67387,18.78,2024-03-30,5,Saturday,-1
764,2024-03-12 08:44:00,LinkedIn,Image,Outstanding service! Five stars,Positive,228,353,45,40644,96350,1.54,2024-03-12,8,Tuesday,1
765,2024-06-22 17:39:00,Facebook,Image,Bad service. Would not recommend,Negative,449,209,175,37128,33079,2.24,2024-06-22,17,Saturday,-1
766,2024-06-21 09:00:00,Facebook,Image,Checking out this new item,Neutral,615,101,80,27440,92095,2.9,2024-06-21,9,Friday,0
767,2024-04-18 01:44:00,Facebook,Text,Just received my order,Neutral,818,159,71,7130,894,14.7,2024-04-18,1,Thursday,0
768,2024-09-06 11:53:00,Instagram,Image,Best purchase ever! Highly recommend,Positive,771,196,87,16558,3960,6.37,2024-09-06,11,Friday,1
769,2024-05-02 09:49:00,Facebook,Text,Excellent service! Very satisfied,Positive,1423,275,63,7331,29605,24.02,2024-05-02,9,Thursday,1
770,2024-08-20 03:01:00,Twitter,Text,Outstanding service! Five stars,Positive,1285,339,111,16487,32051,10.52,2024-08-20,3,Tuesday,1
771,2024-06-08 09:56:00,LinkedIn,Video,Fantastic experience! Thank you,Positive,622,42,100,15804,50313,4.83,2024-06-08,9,Saturday,1
772,2024-04-03 23:48:00,TikTok,Image,Bad service. Would not recommend,Negative,118,288,79,41588,74054,1.17,2024-04-03,23,Wednesday,-1
773,2024-01-15 06:07:00,Instagram,Video,Superb quality! Very happy,Positive,910,148,71,34503,42238,3.27,2024-01-15,6,Monday,1
774,2024-07-29 12:48:00,Twitter,Video,Amazing product! Exceeded expectations,Positive,1189,130,120,39537,25648,3.64,2024-07-29,12,Monday,1
775,2024-02-12 01:30:00,Instagram,Text,Excellent service! Very satisfied,Positive,799,166,72,41877,41173,2.48,2024-02-12,1,Monday,1
776,2024-08-10 13:49:00,Instagram,Image,Bad service. Would not recommend,Negative,13,80,29,5842,54344,2.09,2024-08-10,13,Saturday,-1
777,2024-01-31 03:17:00,Instagram,Text,Excellent service! Very satisfied,Positive,928,80,118,13611,16613,8.27,2024-01-31,3,Wednesday,1
778,2024-09-21 12:35:00,Twitter,Image,Standard quality,Neutral,302,251,104,23548,64164,2.79,2024-09-21,12,Saturday,0
779,2024-04-14 17:32:00,Instagram,Video,Disappointed with the product,Negative,810,176,98,46699,8845,2.32,2024-04-14,17,Sunday,-1
780,2024-02-17 18:32:00,Facebook,Video,Great quality! Will buy again,Positive,1153,270,2,15231,32588,9.36,2024-02-17,18,Saturday,1
781,2024-10-19 19:10:00,Instagram,Image,Just received my order,Neutral,157,288,133,12789,54467,4.52,2024-10-19,19,Saturday,0
782,2024-05-29 02:57:00,Facebook,Video,Worst purchase ever. Total waste,Negative,20,82,149,29529,72530,0.85,2024-05-29,2,Wednesday,-1
783,2024-09-05 16:30:00,TikTok,Image,Standard quality,Neutral,749,3,97,47126,62158,1.8,2024-09-05,16,Thursday,0
784,2024-07-06 11:35:00,LinkedIn,Text,Great quality! Will buy again,Positive,1204,192,67,35695,27807,4.1,2024-07-06,11,Saturday,1
785,2024-08-07 10:15:00,LinkedIn,Video,Great quality! Will buy again,Positive,1446,27,120,6534,68880,24.38,2024-08-07,10,Wednesday,1
786,2024-02-01 01:22:00,Instagram,Text,"It's okay, nothing special",Neutral,731,150,71,16858,58063,5.65,2024-02-01,1,Thursday,0
787,2024-05-30 01:23:00,Twitter,Text,Excellent service! Very satisfied,Positive,1467,197,134,47848,99922,3.76,2024-05-30,1,Thursday,1
788,2024-05-24 16:46:00,Facebook,Link,Poor quality. Not worth the money,Negative,854,46,109,8106,19209,12.45,2024-05-24,16,Friday,-1
789,2024-07-13 15:58:00,Twitter,Image,Low quality. Not satisfied,Negative,761,134,19,41057,97422,2.23,2024-07-13,15,Saturday,-1
790,2024-02-15 13:51:00,LinkedIn,Video,Horrible experience. Never again,Negative,137,74,184,9408,46907,4.2,2024-02-15,13,Thursday,-1
791,2024-08-12 07:04:00,Facebook,Text,Best purchase ever! Highly recommend,Positive,636,75,128,2291,71259,36.62,2024-08-12,7,Monday,1
792,2024-02-21 04:18:00,LinkedIn,Text,Bad service. Would not recommend,Negative,772,150,207,27956,2069,4.04,2024-02-21,4,Wednesday,-1
793,2024-03-20 09:47:00,Instagram,Text,Horrible experience. Never again,Negative,174,125,166,20127,31197,2.31,2024-03-20,9,Wednesday,-1
794,2024-06-17 11:47:00,Facebook,Text,Best purchase ever! Highly recommend,Positive,277,314,29,26456,74762,2.34,2024-06-17,11,Monday,1
795,2024-01-03 10:00:00,LinkedIn,Text,Fantastic experience! Thank you,Positive,64,202,143,9251,25091,4.42,2024-01-03,10,Wednesday,1
796,2024-06-23 05:43:00,TikTok,Image,Just received my order,Neutral,768,110,75,11537,67994,8.26,2024-06-23,5,Sunday,0
797,2024-08-15 05:24:00,Instagram,Text,Great quality! Will buy again,Positive,436,9,98,38371,63693,1.42,2024-08-15,5,Thursday,1
798,2024-01-17 07:26:00,TikTok,Text,Poor quality. Not worth the money,Negative,572,68,152,24810,55240,3.19,2024-01-17,7,Wednesday,-1
799,2024-04-12 17:53:00,Twitter,Image,Love this product! #amazing,Positive,1468,383,4,29546,61481,6.28,2024-04-12,17,Friday,1
800,2024-05-20 12:26:00,Twitter,Image,Testing this product,Neutral,467,66,44,9785,37554,5.9,2024-05-20,12,Monday,0
801,2024-09-08 06:32:00,TikTok,Text,Disappointed with the product,Negative,139,286,71,16354,16445,3.03,2024-09-08,6,Sunday,-1
802,2024-05-10 14:10:00,Instagram,Image,Standard quality,Neutral,774,251,11,36250,92681,2.86,2024-05-10,14,Friday,0
803,2024-09-29 20:49:00,LinkedIn,Video,Love this product! #amazing,Positive,669,68,65,42046,27153,1.91,2024-09-29,20,Sunday,1
804,2024-02-09 00:28:00,Instagram,Link,Superb quality! Very happy,Positive,1017,364,105,33009,76467,4.5,2024-02-09,0,Friday,1
805,2024-07-07 21:24:00,LinkedIn,Video,Horrible experience. Never again,Negative,866,114,133,8330,23359,13.36,2024-07-07,21,Sunday,-1
806,2024-05-19 01:11:00,Facebook,Text,Excellent service! Very satisfied,Positive,369,80,136,23697,13458,2.47,2024-05-19,1,Sunday,1
807,2024-05-18 15:35:00,Instagram,Image,Low quality. Not satisfied,Negative,887,63,161,15712,3627,7.07,2024-05-18,15,Saturday,-1
808,2024-04-20 04:31:00,Facebook,Video,Horrible experience. Never again,Negative,491,292,156,41231,64457,2.28,2024-04-20,4,Saturday,-1
809,2024-10-04 21:09:00,Twitter,Text,Superb quality! Very happy,Positive,499,146,70,597,80407,119.77,2024-10-04,21,Friday,1
810,2024-07-19 18:55:00,TikTok,Link,Love this product! #amazing,Positive,1176,227,13,41342,16929,3.43,2024-07-19,18,Friday,1
811,2024-02-22 17:20:00,LinkedIn,Link,Terrible experience. Very disappointed,Negative,460,229,128,32658,42101,2.5,2024-02-22,17,Thursday,-1
812,2024-06-16 10:41:00,LinkedIn,Image,Poor quality. Not worth the money,Negative,563,130,205,10214,43170,8.79,2024-06-16,10,Sunday,-1
813,2024-10-17 23:10:00,Facebook,Text,Superb quality! Very happy,Positive,1222,115,2,44114,6583,3.04,2024-10-17,23,Thursday,1
814,2024-08-14 16:01:00,Facebook,Image,Average experience,Neutral,460,77,65,40672,48843,1.48,2024-08-14,16,Wednesday,0
815,2024-09-25 14:06:00,Twitter,Text,Outstanding service! Five stars,Positive,463,98,147,12714,68057,5.57,2024-09-25,14,Wednesday,1
816,2024-06-11 01:10:00,Twitter,Text,Excellent service! Very satisfied,Positive,1458,85,65,6391,98812,25.16,2024-06-11,1,Tuesday,1
817,2024-03-27 18:18:00,Twitter,Link,Great quality! Will buy again,Positive,861,123,74,7138,49022,14.82,2024-03-27,18,Wednesday,1
818,2024-08-16 09:18:00,Facebook,Text,Best purchase ever! Highly recommend,Positive,534,379,127,33160,12406,3.14,2024-08-16,9,Friday,1
819,2024-03-30 03:01:00,TikTok,Text,Outstanding service! Five stars,Positive,1468,62,125,24904,17257,6.65,2024-03-30,3,Saturday,1
820,2024-10-13 01:05:00,LinkedIn,Link,Checking out this new item,Neutral,735,88,35,5261,35863,16.31,2024-10-13,1,Sunday,0
821,2024-02-20 23:42:00,LinkedIn,Text,Outstanding service! Five stars,Positive,429,206,73,36505,78079,1.94,2024-02-20,23,Tuesday,1
822,2024-09-10 16:01:00,TikTok,Text,Excellent service! Very satisfied,Positive,717,79,44,38797,45214,2.17,2024-09-10,16,Tuesday,1
823,2024-04-28 04:58:00,Twitter,Image,Terrible customer service,Negative,713,123,134,14393,88195,6.74,2024-04-28,4,Sunday,-1
824,2024-06-05 07:27:00,LinkedIn,Text,Amazing product! Exceeded expectations,Positive,1062,5,32,21551,92459,5.1,2024-06-05,7,Wednesday,1
825,2024-04-10 09:40:00,LinkedIn,Link,Disappointed with the product,Negative,30,219,197,14357,26097,3.11,2024-04-10,9,Wednesday,-1
826,2024-07-05 00:04:00,Instagram,Image,Horrible experience. Never again,Negative,802,165,170,32904,17339,3.46,2024-07-05,0,Friday,-1
827,2024-05-12 06:21:00,Twitter,Text,Love this product! #amazing,Positive,1072,288,11,4170,50937,32.88,2024-05-12,6,Sunday,1
828,2024-05-31 06:05:00,LinkedIn,Text,Low quality. Not satisfied,Negative,948,243,67,20058,68123,6.27,2024-05-31,6,Friday,-1
829,2024-03-10 10:23:00,Twitter,Image,Excellent service! Very satisfied,Positive,1084,270,51,27568,40473,5.1,2024-03-10,10,Sunday,1
830,2024-02-06 22:57:00,TikTok,Image,Amazing product! Exceeded expectations,Positive,207,113,23,41976,21531,0.82,2024-02-06,22,Tuesday,1
831,2024-05-13 00:03:00,LinkedIn,Video,Terrible customer service,Negative,413,36,88,10617,71486,5.06,2024-05-13,0,Monday,-1
832,2024-09-20 00:37:00,Twitter,Video,Love this product! #amazing,Positive,160,319,56,16720,38223,3.2,2024-09-20,0,Friday,1
833,2024-06-26 02:07:00,LinkedIn,Video,Excellent service! Very satisfied,Positive,1071,252,96,30958,35045,4.58,2024-06-26,2,Wednesday,1
834,2024-10-15 01:48:00,Twitter,Text,Best purchase ever! Highly recommend,Positive,27,76,86,1159,50447,16.31,2024-10-15,1,Tuesday,1
835,2024-10-15 06:49:00,Twitter,Text,Great quality! Will buy again,Positive,1254,287,60,17606,38167,9.09,2024-10-15,6,Tuesday,1
836,2024-07-29 19:09:00,LinkedIn,Image,Great quality! Will buy again,Positive,405,308,56,42651,74963,1.8,2024-07-29,19,Monday,1
837,2024-09-18 09:15:00,Instagram,Video,Love this product! #amazing,Positive,892,228,124,33714,70905,3.69,2024-09-18,9,Wednesday,1
838,2024-01-03 06:14:00,Instagram,Video,Fantastic experience! Thank you,Positive,1095,377,56,1876,89915,81.45,2024-01-03,6,Wednesday,1
839,2024-09-22 06:57:00,Twitter,Text,Standard quality,Neutral,256,82,44,41541,71104,0.92,2024-09-22,6,Sunday,0
840,2024-06-24 05:28:00,LinkedIn,Text,Superb quality! Very happy,Positive,997,74,137,18257,48612,6.62,2024-06-24,5,Monday,1
841,2024-05-29 08:30:00,LinkedIn,Video,Terrible customer service,Negative,71,271,37,26367,86411,1.44,2024-05-29,8,Wednesday,-1
842,2024-10-07 16:20:00,Twitter,Link,Horrible experience. Never again,Negative,588,298,194,48766,37054,2.21,2024-10-07,16,Monday,-1
843,2024-03-09 11:47:00,Twitter,Text,Disappointed with the product,Negative,565,112,175,3450,52261,24.7,2024-03-09,11,Saturday,-1
844,2024-09-27 21:59:00,TikTok,Image,Low quality. Not satisfied,Negative,783,278,113,22247,72627,5.28,2024-09-27,21,Friday,-1
845,2024-07-30 21:36:00,Twitter,Text,Fantastic experience! Thank you,Positive,660,275,77,29253,38206,3.46,2024-07-30,21,Tuesday,1
